Dataset,PublishTime,StartTime,SettlementDate,SettlementPeriod,FuelType,Generation
FUELHH,2026-06-10T08:00:00Z,2026-06-10T07:30:00Z,2026-06-10,18,PS,-16
FUELHH,2026-06-10T08:00:00Z,2026-06-10T07:30:00Z,2026-06-10,18,WIND,3758
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,BIOMASS,2392
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,CCGT,8062
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,COAL,0
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTELEC,998
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTEW,-532
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTFR,1502
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTGRNL,-514
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTIFA2,-2
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTIRL,-452
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTNED,1040
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTNEM,920
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTNSL,1398
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,INTVKL,1426
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,NPSHYD,615
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,NUCLEAR,2977
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,OCGT,2
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,OIL,0
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,OTHER,1374
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,PS,-14
FUELHH,2026-06-10T07:30:00Z,2026-06-10T07:00:00Z,2026-06-10,17,WIND,4138
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,BIOMASS,2391
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,CCGT,8296
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,COAL,0
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTELEC,998
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTEW,-532
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTFR,1504
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTGRNL,-514
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTIFA2,-2
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTIRL,-452
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTNED,592
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTNEM,286
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTNSL,1398
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,INTVKL,1426
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,NPSHYD,602
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,NUCLEAR,2980
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,OCGT,2
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,OIL,0
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,OTHER,1531
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,PS,92
FUELHH,2026-06-10T07:00:00Z,2026-06-10T06:30:00Z,2026-06-10,16,WIND,4130
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,BIOMASS,2388
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,CCGT,8386
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,COAL,0
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTELEC,998
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTEW,-532
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTFR,1504
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTGRNL,-514
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTIFA2,-2
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTIRL,-452
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTNED,582
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTNEM,266
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTNSL,1386
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,INTVKL,1398
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,NPSHYD,652
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,NUCLEAR,2980
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,OCGT,2
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,OIL,0
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,OTHER,1093
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,PS,-14
FUELHH,2026-06-10T06:30:00Z,2026-06-10T06:00:00Z,2026-06-10,15,WIND,4332
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,BIOMASS,2393
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,CCGT,7937
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,COAL,0
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTELEC,998
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTEW,-514
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTFR,1504
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTGRNL,-514
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTIFA2,-2
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTIRL,-452
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTNED,392
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTNEM,110
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTNSL,1280
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,INTVKL,816
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,NPSHYD,612
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,NUCLEAR,2980
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,OCGT,2
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,OIL,0
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,OTHER,1142
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,PS,-12
FUELHH,2026-06-10T06:00:00Z,2026-06-10T05:30:00Z,2026-06-10,14,WIND,4535
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,BIOMASS,2393
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,CCGT,6994
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,COAL,0
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTELEC,998
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTEW,-384
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTFR,1504
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTGRNL,-514
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTIFA2,-2
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTIRL,-418
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTNED,362
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTNEM,98
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTNSL,1230
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,INTVKL,756
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,NPSHYD,535
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,NUCLEAR,2980
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,OCGT,2
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,OIL,0
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,OTHER,646
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,PS,-12
FUELHH,2026-06-10T05:30:00Z,2026-06-10T05:00:00Z,2026-06-10,13,WIND,4859
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,BIOMASS,2392
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,CCGT,7066
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,COAL,0
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTELEC,998
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTEW,-232
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTFR,1504
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTGRNL,-514
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTIFA2,-2
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTIRL,-334
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTNED,0
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTNEM,-376
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTNSL,854
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,INTVKL,28
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,NPSHYD,234
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,NUCLEAR,2980
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,OCGT,2
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,OIL,0
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,OTHER,363
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,PS,-12
FUELHH,2026-06-10T05:00:00Z,2026-06-10T04:30:00Z,2026-06-10,12,WIND,5425
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,BIOMASS,2391
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,CCGT,6420
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,COAL,0
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTELEC,998
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTEW,-172
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTFR,1504
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTGRNL,-514
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTIFA2,-2
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTIRL,-332
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTNED,0
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTNEM,-370
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTNSL,818
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,INTVKL,4
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,NPSHYD,216
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,NUCLEAR,2974
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,OCGT,2
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,OIL,0
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,OTHER,218
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,PS,-28
FUELHH,2026-06-10T04:30:00Z,2026-06-10T04:00:00Z,2026-06-10,11,WIND,6238
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,BIOMASS,2393
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,CCGT,5689
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,COAL,0
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTELEC,998
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTEW,-218
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTFR,1504
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTGRNL,-514
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTIFA2,-2
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTIRL,-332
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTNED,258
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTNEM,216
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTNSL,818
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,INTVKL,176
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,NPSHYD,217
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,NUCLEAR,2984
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,OCGT,2
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,OIL,0
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,OTHER,144
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,PS,-34
FUELHH,2026-06-10T04:00:00Z,2026-06-10T03:30:00Z,2026-06-10,10,WIND,6822
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,BIOMASS,2394
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,CCGT,5640
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,COAL,0
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTELEC,998
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTEW,-278
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTFR,1504
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTGRNL,-514
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTIFA2,-2
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTIRL,-332
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTNED,270
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTNEM,238
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTNSL,816
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,INTVKL,178
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,NPSHYD,216
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,NUCLEAR,2975
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,OCGT,2
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,OIL,0
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,OTHER,170
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,PS,-6
FUELHH,2026-06-10T03:30:00Z,2026-06-10T03:00:00Z,2026-06-10,9,WIND,6534
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,BIOMASS,2393
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,CCGT,5401
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,COAL,0
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTELEC,998
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTEW,-382
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTFR,1504
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTGRNL,-514
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTIFA2,-2
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTIRL,-332
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTNED,454
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTNEM,644
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTNSL,810
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,INTVKL,74
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,NPSHYD,215
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,NUCLEAR,2976
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,OCGT,1
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,OIL,0
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,OTHER,160
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,PS,-10
FUELHH,2026-06-10T03:00:00Z,2026-06-10T02:30:00Z,2026-06-10,8,WIND,6547
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,BIOMASS,2389
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,CCGT,5119
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,COAL,0
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTELEC,998
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTEW,-440
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTFR,1504
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTGRNL,-514
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTIFA2,-2
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTIRL,-332
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTNED,454
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTNEM,654
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTNSL,848
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,INTVKL,76
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,NPSHYD,216
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,NUCLEAR,2967
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,OCGT,1
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,OIL,0
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,OTHER,261
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,PS,-10
FUELHH,2026-06-10T02:30:00Z,2026-06-10T02:00:00Z,2026-06-10,7,WIND,7100
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,BIOMASS,2392
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,CCGT,4689
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,COAL,0
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTELEC,998
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTEW,-458
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTFR,1504
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTGRNL,-514
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTIFA2,-2
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTIRL,-332
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTNED,438
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTNEM,876
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTNSL,1208
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,INTVKL,166
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,NPSHYD,249
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,NUCLEAR,2968
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,OCGT,1
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,OIL,0
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,OTHER,181
FUELHH,2026-06-10T02:00:00Z,2026-06-10T01:30:00Z,2026-06-10,6,PS,-10
